timestamp_ms,gas,brake,distanceTraveled,speedKmh,normalizedCarPosition,steerAngle,tyreCompound,wheelsPressureFL,wheelsPressureFR,wheelsPressureRL,wheelsPressureRR,tyreTempFL,tyreTempFR,tyreTempRL,tyreTempRR,tyreWearFL,tyreWearFR,tyreWearRL,tyreWearRR,wheelLoadFL,wheelLoadFR,wheelLoadRL,wheelLoadRR
1776175690773,0.0,1.0,0.013868732377886772,0.004476991482079029,0.998945951461792,0.0,Semislicks (SM),25.024330139160156,25.023712158203125,25.029651641845703,25.032047271728516,26.15205955505371,26.14820671081543,26.185321807861328,26.20029640197754,100.0,100.0,100.0,100.0,3800.573486328125,3958.634521484375,3853.271728515625,3830.443603515625
1776175690793,0.0,1.0,0.013870162889361382,0.003947075922042131,0.998945951461792,0.0,Semislicks (SM),25.024341583251953,25.023725509643555,25.02967071533203,25.03206443786621,26.15213966369629,26.148286819458008,26.185441970825195,26.200403213500977,100.0,100.0,100.0,100.0,3800.7275390625,3953.8984375,3853.74755859375,3830.26025390625
1776175690813,0.0,1.0,0.013873500749468803,0.005913936533033848,0.9989454746246338,0.0,Semislicks (SM),25.024354934692383,25.023738861083984,25.02968978881836,25.032081604003906,26.152219772338867,26.148366928100586,26.185562133789062,26.200510025024414,100.0,100.0,100.0,100.0,3800.587158203125,3953.068359375,3853.627685546875,3830.64990234375
1776175690833,0.0,1.0,0.01387445442378521,0.0051134261302649975,0.998945951461792,0.0,Semislicks (SM),25.02436637878418,25.02375030517578,25.029706954956055,25.03209686279297,26.15228843688965,26.148435592651367,26.185665130615234,26.20060157775879,100.0,100.0,100.0,100.0,3800.55322265625,3950.221435546875,3853.80859375,3834.87255859375
1776175690853,0.0,1.0,0.013876838609576225,0.003803735598921776,0.998945951461792,0.0,Semislicks (SM),25.02437973022461,25.023761749267578,25.029726028442383,25.032114028930664,26.152368545532227,26.148515701293945,26.1857852935791,26.200708389282227,100.0,100.0,100.0,100.0,3800.652587890625,3950.705810546875,3853.562255859375,3836.43017578125
1776175690873,0.0,1.0,0.013883037492632866,0.004247424658387899,0.998945951461792,0.0,Semislicks (SM),25.024391174316406,25.023775100708008,25.02974510192871,25.03213119506836,26.152448654174805,26.148595809936523,26.18590545654297,26.200815200805664,100.0,100.0,100.0,100.0,3800.617919921875,3954.740234375,3853.3701171875,3834.11669921875
1776175690893,0.0,1.0,0.013884944841265678,0.005320963449776173,0.998945951461792,0.0,Semislicks (SM),25.024402618408203,25.023786544799805,25.029762268066406,25.03214454650879,26.152517318725586,26.148664474487305,26.18600845336914,26.20090675354004,100.0,100.0,100.0,100.0,3800.549072265625,3955.421875,3853.408447265625,3831.55224609375
1776175690913,0.0,1.0,0.013886852189898491,0.006124029401689768,0.998945951461792,0.0,Semislicks (SM),25.024415969848633,25.023799896240234,25.029781341552734,25.032161712646484,26.152597427368164,26.148744583129883,26.186128616333008,26.201013565063477,100.0,100.0,100.0,100.0,3800.6171875,3956.206787109375,3853.232177734375,3831.135986328125
1776175690934,0.0,1.0,0.013889236375689507,0.006268310360610485,0.998945951461792,0.0,Semislicks (SM),25.024429321289062,25.02381134033203,25.029800415039062,25.03217887878418,26.152677536010742,26.14882469177246,26.186248779296875,26.201120376586914,100.0,100.0,100.0,100.0,3800.555419921875,3955.207275390625,3853.164306640625,3830.45751953125
1776175690953,0.0,1.0,0.013890666887164116,0.00740564102306962,0.998945951461792,0.0,Semislicks (SM),25.024438858032227,25.023822784423828,25.029815673828125,25.032194137573242,26.152746200561523,26.148893356323242,26.186351776123047,26.20121192932129,100.0,100.0,100.0,100.0,3800.68994140625,3951.96826171875,3853.3154296875,3829.764404296875
1776175690973,0.0,1.0,0.01389591209590435,0.004752141889184713,0.998945951461792,0.0,Semislicks (SM),25.024452209472656,25.023836135864258,25.029834747314453,25.032211303710938,26.1528263092041,26.14897346496582,26.186471939086914,26.201318740844727,100.0,100.0,100.0,100.0,3800.685302734375,3952.279541015625,3853.842041015625,3829.38037109375
1776175690993,0.0,1.0,0.013899249956011772,0.007774462457746267,0.998945951461792,0.0,Semislicks (SM),25.024465560913086,25.023849487304688,25.02985382080078,25.032228469848633,26.15290641784668,26.1490535736084,26.18659210205078,26.201425552368164,100.0,100.0,100.0,100.0,3800.572021484375,3953.431884765625,3853.410888671875,3828.380615234375
1776175691013,0.0,1.0,0.013899726793169975,0.006316953804343939,0.998945951461792,0.0,Semislicks (SM),25.02447509765625,25.02385902404785,25.029870986938477,25.032241821289062,26.15297508239746,26.14912223815918,26.186695098876953,26.20151710510254,100.0,100.0,100.0,100.0,3800.472412109375,3954.680419921875,3853.56787109375,3829.57958984375
1776175691034,0.0,1.0,0.013900680467486382,0.004564898554235697,0.9989454746246338,0.0,Semislicks (SM),25.02448844909668,25.02387237548828,25.029890060424805,25.032258987426758,26.15305519104004,26.149202346801758,26.18681526184082,26.201623916625977,100.0,100.0,100.0,100.0,3800.68798828125,3955.69287109375,3853.700927734375,3829.89306640625
1776175691053,0.0,1.0,0.013905925676226616,0.003920457325875759,0.998945951461792,0.0,Semislicks (SM),25.02450180053711,25.02388572692871,25.029909133911133,25.032276153564453,26.153135299682617,26.149282455444336,26.186935424804688,26.201730728149414,100.0,100.0,100.0,100.0,3800.574462890625,3953.92041015625,3853.380859375,3833.579345703125
1776175691073,0.0,1.0,0.01391117088496685,0.007197172846645117,0.998945951461792,0.0,Semislicks (SM),25.024513244628906,25.023895263671875,25.029926300048828,25.032291412353516,26.1532039642334,26.149351119995117,26.18703842163086,26.20182228088379,100.0,100.0,100.0,100.0,3800.65185546875,3952.2568359375,3853.2802734375,3832.723876953125
1776175691093,0.0,1.0,0.013913555070757866,0.004251377657055855,0.998945951461792,0.0,Semislicks (SM),25.024524688720703,25.023908615112305,25.029945373535156,25.03230857849121,26.153284072875977,26.149431228637695,26.187158584594727,26.201929092407227,100.0,100.0,100.0,100.0,3800.633056640625,3952.601318359375,3853.369140625,3831.92724609375
1776175691113,0.0,1.0,0.013916416093707085,0.00487562594935298,0.998945951461792,0.0,Semislicks (SM),25.024538040161133,25.023921966552734,25.029964447021484,25.032325744628906,26.153364181518555,26.149511337280273,26.187278747558594,26.202035903930664,100.0,100.0,100.0,100.0,3800.6220703125,3953.619873046875,3853.63525390625,3831.525390625
1776175691134,0.0,1.0,0.013916892930865288,0.003626953810453415,0.998945951461792,0.0,Semislicks (SM),25.02454948425293,25.02393341064453,25.02998161315918,25.03234100341797,26.153432846069336,26.149580001831055,26.187381744384766,26.20212745666504,100.0,100.0,100.0,100.0,3800.703125,3955.35205078125,3853.666259765625,3833.786865234375
1776175691153,0.0,1.0,0.013919277116656303,0.004290170501917601,0.998945951461792,0.0,Semislicks (SM),25.02456283569336,25.023944854736328,25.030000686645508,25.032358169555664,26.153512954711914,26.149660110473633,26.187501907348633,26.202234268188477,100.0,100.0,100.0,100.0,3800.539794921875,3954.052734375,3853.399658203125,3830.919677734375
1776175691173,0.0,1.0,0.013924999162554741,0.00437891623005271,0.9989454746246338,0.0,Semislicks (SM),25.024574279785156,25.023958206176758,25.030019760131836,25.03237533569336,26.153593063354492,26.14974021911621,26.1876220703125,26.202341079711914,100.0,100.0,100.0,100.0,3800.554443359375,3952.401611328125,3853.2568359375,3830.3173828125
1776175691193,0.0,1.0,0.013927383348345757,0.005185517482459545,0.9989454746246338,0.0,Semislicks (SM),25.024585723876953,25.023969650268555,25.03003692626953,25.03238868713379,26.153661727905273,26.149808883666992,26.187725067138672,26.20243263244629,100.0,100.0,100.0,100.0,3800.60107421875,3952.49072265625,3853.43701171875,3830.6767578125
1776175691213,0.0,1.0,0.013929767534136772,0.005584999453276396,0.998945951461792,0.0,Semislicks (SM),25.024599075317383,25.023983001708984,25.03005599975586,25.032405853271484,26.15374183654785,26.14988899230957,26.18784523010254,26.202539443969727,100.0,100.0,100.0,100.0,3800.68017578125,3955.09716796875,3853.2021484375,3829.865234375
1776175691234,0.0,1.0,0.013932151719927788,0.004284753929823637,0.9989454746246338,0.0,Semislicks (SM),25.024612426757812,25.02399444580078,25.030075073242188,25.03242301940918,26.15382194519043,26.14996910095215,26.187965393066406,26.202646255493164,100.0,100.0,100.0,100.0,3800.806396484375,3956.213623046875,3853.511474609375,3829.304443359375
1776175691253,0.0,1.0,0.013936443254351616,0.007444869261234999,0.998945951461792,0.0,Semislicks (SM),25.024621963500977,25.024005889892578,25.03009033203125,25.032438278198242,26.15389060974121,26.15003776550293,26.188068389892578,26.20273780822754,100.0,100.0,100.0,100.0,3800.766357421875,3953.992919921875,3853.41064453125,3827.556640625
1776175691273,0.0,1.0,0.013937396928668022,0.004901168867945671,0.998945951461792,0.0,Semislicks (SM),25.024635314941406,25.024019241333008,25.030109405517578,25.032455444335938,26.15397071838379,26.150117874145508,26.188188552856445,26.202844619750977,100.0,100.0,100.0,100.0,3800.55322265625,3952.05908203125,3853.45947265625,3830.586669921875
1776175691293,0.0,1.0,0.013940734788775444,0.0072975982911884785,0.998945951461792,0.0,Semislicks (SM),25.024648666381836,25.024032592773438,25.030128479003906,25.032472610473633,26.154050827026367,26.150197982788086,26.188308715820312,26.202951431274414,100.0,100.0,100.0,100.0,3800.572998046875,3951.697509765625,3853.31005859375,3828.876953125
1776175691313,0.0,1.0,0.013942165300250053,0.006339757703244686,0.998945951461792,0.0,Semislicks (SM),25.024658203125,25.0240421295166,25.0301456451416,25.032485961914062,26.15411949157715,26.150266647338867,26.188411712646484,26.20304298400879,100.0,100.0,100.0,100.0,3800.736572265625,3951.58935546875,3853.65185546875,3831.4658203125
1776175691334,0.0,1.0,0.013945026323199272,0.004171023145318031,0.998945951461792,0.0,Semislicks (SM),25.02467155456543,25.02405548095703,25.03016471862793,25.032503128051758,26.154199600219727,26.150346755981445,26.18853187561035,26.203149795532227,100.0,100.0,100.0,100.0,3800.597900390625,3951.473876953125,3853.4443359375,3831.699462890625
1776175691353,0.0,1.0,0.01395074836909771,0.004226066637784243,0.998945951461792,0.0,Semislicks (SM),25.02468490600586,25.02406883239746,25.030183792114258,25.032520294189453,26.154279708862305,26.150426864624023,26.18865203857422,26.203256607055664,100.0,100.0,100.0,100.0,3800.66943359375,3951.739501953125,3853.431884765625,3829.755615234375
1776175691373,0.0,1.0,0.013954563066363335,0.0054216948337852955,0.998945951461792,0.0,Semislicks (SM),25.024696350097656,25.024078369140625,25.030200958251953,25.032535552978516,26.154348373413086,26.150495529174805,26.18875503540039,26.20334815979004,100.0,100.0,100.0,100.0,3800.565673828125,3954.693359375,3853.561279296875,3829.151611328125
1776175691393,0.0,1.0,0.013955039903521538,0.007060075178742409,0.998945951461792,0.0,Semislicks (SM),25.024707794189453,25.024091720581055,25.03022003173828,25.03255271911621,26.154428482055664,26.150575637817383,26.188875198364258,26.203454971313477,100.0,100.0,100.0,100.0,3800.52978515625,3957.261474609375,3852.313720703125,3827.316162109375
1776175691413,0.0,1.0,0.013957900926470757,0.004292626865208149,0.998945951461792,0.0,Semislicks (SM),25.024721145629883,25.024105072021484,25.03023910522461,25.032569885253906,26.154508590698242,26.15065574645996,26.188995361328125,26.203561782836914,100.0,100.0,100.0,100.0,3800.591796875,3955.431884765625,3852.87890625,3828.625732421875
1776175691434,0.0,1.0,0.013958854600787163,0.0039023684803396463,0.9989454746246338,0.0,Semislicks (SM),25.02473258972168,25.02411651611328,25.030256271362305,25.03258514404297,26.154577255249023,26.150724411010742,26.189098358154297,26.20365333557129,100.0,100.0,100.0,100.0,3800.619873046875,3954.0107421875,3852.52783203125,3829.669921875
1776175691453,0.0,1.0,0.013962192460894585,0.005192807875573635,0.998945951461792,0.0,Semislicks (SM),25.02474594116211,25.024127960205078,25.030275344848633,25.032602310180664,26.1546573638916,26.15080451965332,26.189218521118164,26.203760147094727,100.0,100.0,100.0,100.0,3800.632568359375,3953.36962890625,3852.796875,3828.748046875
